salary,salary_matches,skills,original_index,Job Title,Company,Location,description
[],[],{'Automation'},360,Frontend Developer,Focus AI,"New York, NY","Focus AI is transforming engineering productivity through intelligent automation. Our AI-native platform serves a dual purpose: empowering engineers to focus on high-impact work by automating routine tasks, while providing managers with actionable insights to drive strategic alignment and team success.

Led by proven leaders from top-tier institutions (Harvard, Stanford) and industry giants (Microsoft, Salesforce, Palantir), we're building sophisticated tools that eliminate unnecessary meetings, streamline workflows, and deliver smart task prioritization. Our platform reduces time-to-execution, enhances visibility across engineering operations, and ensures daily activities align with strategic objectives.

We’re looking for exceptional Frontend Engineers to help create intuitive, engaging, and highly responsive user experiences for our rapidly growing AI-driven platform.

Curious about what we're building? Check out our demo to see our platform in action:













This role offers a unique opportunity to rapidly advance your frontend development skills in a supportive, high-impact environment. If you're passionate about building intelligent, scalable AI solutions that redefine how engineers and managers work—let's talk.

Compensation Range: $120K - $200K"
[],[],"{'PHP', 'CSS', 'Communication', 'JavaScript'}",361,other,Bhatia International Ltd,"Ludhiana, Punjab, India","Web Developer Jobs in Ludhiana

Position: Web Developer

Qualification: B Tech/MCA/MSC (IT)

Location: Ludhiana

Experience: Candidate with minimum 1 year of experience.

PHP/Web developers having solid understanding of software development cycle, solid logical skills, PHP, MySQL JQuery, JavaScript, CSS, and WP. Candidate must have strong programming and logical skills. Knowledge of Data Structure and Database concepts. Clarity of OOPs concepts. Effective communication skills. Designing webpage layout. Determining technical requirements. Updating websites. Creating back up files. Solving code problems. Knowledge of PHP/ CSS. Editing for video and audio. Multimedia programming and technology."
[],[],"{'Go', 'Automation'}",362,Frontend Developer,Landbase,"Warsaw, Mazowieckie, Poland","Landbase leverages the experience of 100+ world class sales professionals and AI to deliver targeted, high-quality leads on autopilot. Our mission is to achieve GTM automation so humans no longer need to work for their software so they can reclaim their day. We're building GTM-1 Omni - the world's first action model purpose built for lead generation.



We're seeking Frontend Developers to build sophisticated, user-friendly interfaces for our agentic AI workflows platform. You'll work on creating seamless experiences that help businesses automate their go-to-market processes using our cutting-edge AI technology."
[],[],set(),363,Frontend Developer,Siemens Healthineers,"Bangalore Urban, Karnataka, India",Shui is building innovative platform solutions with a focus on exceptional user experiences. We’re seeking a passionate UI Frontend Developer to join our team and help shape our platform’s user interface.
[],[],"{'CSS', 'HTML'}",364,other,Incise Infotech Private Limited,"Bengaluru, Karnataka, India","Front end Developer (3 6 years)

Skills: HTML/HTML5,CSS/CSS3,JQuery,AngularJS,bootstrap,PhoneGap / Corodava,Native Android,Native iOS

Job Locations: Bangalore/Bangaluru

Total vacancies: 5"
[],[],"{'Communication', 'GraphQL', 'Azure', 'React'}",365,Software Engineer,Microsoft Innovation Center,"Hyderabad, Telangana, India","Overview

Viva Engage connects people through communities, bringing leaders and employees together to share knowledge, clarify priorities, and build relationships . Viva Engage (formerly Yammer) is the premier tool to create multi-directional dialogue between tens of millions of employees worldwide every month .

Engage team members are at the forefront of driving AI applications and Copilot adoption to make communication and information sharing easy and authentic. Our work supports top challenges for our customers, including digital safety, trusted security standards, and deep analytics to help our customers maximize reach, reduce inefficiencies, and create a thriving organizational culture. We would love to have you join the team driving innovation, connection, and community for our valued global customers.

Our engineers develop cutting-edge , beautiful UX that seamlessly adapts to various apps and form factors and reaches tens of millions of users. As a Front-End engineer, you will develop innovative new features and experiences, run experiments to learn and improve the product, and add core capabilities to our web platform with an eye to performance and accessibility. We are looking for someone who is passionate about delighting users, has an eye for craftsmanship and an opinion about what makes a great user experience.  Our stack includes React, Redux, Relay, GraphQL API gateway and Azure Cloud Services.

Microsoft’s mission is to empower every person and every organization on the planet to achieve more. As employees we come together with a growth mindset, innovate to empower others, and collaborate to realize our shared goals. Each day we build on our values of respect, integrity, and accountability to create a culture of inclusion where everyone can thrive at work and beyond.













Ability to meet Microsoft, customer and/or government security screening requirements are required for this role. These requirements include but are not limited to the following specialized security screenings:







Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form .

Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work.

# vivaengage"
[],[],"{'PHP', 'React', 'Git', 'HTML', 'CSS', 'JavaScript'}",366,other,FashionTV India,Mumbai Metropolitan Region,"Job Title: Front-End Developer

Company: FashionTV

Location: Santacruz (West), Mumbai



FashionTV is looking for a highly skilled with a strong technical background in , and advanced front-end technologies. The ideal candidate should have in developing visually appealing and highly functional web applications. Knowledge of will be an added advantage.











Submit your resume and portfolio to ishita@ftv.ind.in / 7208008504 with the subject line

Skills: git,javascript,scss,codeigniter,php,css,react.js,html"
[],[],"{'HTML', 'CSS', 'JavaScript', 'Angular'}",367,Frontend Developer,AltDex,"Delhi, India","This role will require working with designer and creating appealing user interactions and implementing them into the application. Ensuring that all the strengths of the modern technologies are included in the product value. Skills:- Javascript, HTML/CSS and Angular (2+)"
[],[],set(),368,Frontend Developer,MikeLegal,"Delhi, India","We are looking for people to join MikeLegal and scale the front end. At MikeLegal, you would have an opportunity to work with the best technology and deploy products changing the legal landscape of the world."
[],[],set(),369,Frontend Developer,Outliant,Costa Rica,"About us:

Outliant is a fully-remote, US-based, digital product development and startup consulting company, with a team of culturally diverse creators whose exceptional skills and talents help conceive seamless digital products. Our teams exhibit work-play energy that supports individual growth, as well as encourages the freedom of creativity and “thinking outside the box.”







As a Frontend Engineer I, you will apply your understanding of CMS principles and best practices to handle routine tasks and assignments with clear objectives. This role serves as a foundational opportunity to gain experience within an established framework while using your skills to support and enhance CMS projects.













As a full-time member of our team, you’ll enjoy:





To ensure the legitimacy of job opportunities, we strongly recommend that you solely rely on positions posted here on our official website: .

All our current job openings require video interviews conducted in either or both synchronous (via Google Meet) and asynchronous (via Willo) formats. Kindly refrain from accepting offers that appear suspicious. For any inquiries or concerns, feel free to reach out to us via email at .

Please be assured that we are fully committed to maintaining integrity in our hiring process."
[],[],set(),370,other,Xapo Bank,"Gibraltar, Gibraltar","Work from anywhere, impact everywhere

Diversity is at the heart of who we are at Xapo Bank. We’re a fully distributed team of over 140 Xapiens that work remotely from 40+ countries around the world.

Our beginning: A world that enjoys economic freedom and wealth protection, no matter where you live or who is running your country.

To achieve that, we search the world for the best people for the job. We work hard, think globally, and inspire each other to learn and grow. We are committed to changing the way things are done.









We are looking for a Front-End Web Developer who is motivated to combine the art of design with the art of programming. Responsibilities will include translating design wireframes to actual code that will produce visual elements of the application. You will work with the product designer and marketing team to bridge the gap between graphical design and technical implementation, taking an active role on both sides and defining how the application looks and works. The primary focus will be on publicly-faced websites. Still, the person will contribute to internal back office UIs, building easy-to-use interfaces for internal teams in ever-evolving architecture.















IMPACT GLOBALLY, WORK REMOTELY.







Consultants joining Xapo Bank must comply with the Xapo Device Policy, which governs the use of corporate-approved laptops under Corporate-Owned, Personally Purchased Device (reimbursed up to $1,500) or Corporate-Owned, Personally Enabled Device (personal device with enforced security controls).

All devices must meet security requirements, enroll in Xapo’s Mobile Device Management (MDM), and adhere to compliance rules. COPPD devices remain Xapo property with buyback options upon exit. COPED users agree to data control measures, including mandatory corporate data wipes.

Compliance with the Xapo Device Policy is mandatory for all consultants, onboarding will not proceed without adherence to the policy."
[],[],"{'Communication', 'Encryption'}",371,Software Engineer,Fortanix,"Bengaluru, Karnataka, India","At Fortanix we are redefining what cloud security means. We are solving some of the world's most demanding data security challenges. Our technology maintains data security and privacy throughout its entire lifecycle; not only at rest or in motion, but also during runtime.

At the heart of our business lies our runtime encryption platform, which provides the basis for both our own and our customer's products. By providing both SaaS and on-premise solutions we enable everyone to employ end-to-end security, no matter their infrastructure or needs.

We believe that security doesn't come through obscurity. Our customers can manage all their security products through a single pane of glass by applying good user experience practices. For our front-end team we are looking for a senior front-end software engineer that can help define and implement the user experience towards the future.



You start your day by catching up on what happened outside your working hours. As you'll be collaborating with colleagues in California and India the business never really stops. All the information you need you'll find on Slack or our wikis; there's no email! If there's nothing urgent from our support or customer success team you'll get to work on your regular sprint commitments.

Together with your local colleagues you design, implement and test new UX/UI features. During the day you'll pick up a pull request for review just as you hand off your work to someone else. While you're having some idle time you might peruse our extensive wiki's and communication channels to read all about what's happening in the company. Everything is shared so you'll know what's happening from sales to operations to development. If you have questions or ideas you're free to contribute. And at the end of the day you make sure that you do a hand-off to the next time zone colleagues that are just starting their day."
[],[],"{'HTML', 'CSS', 'JavaScript', 'Angular'}",372,Frontend Developer,Placjo Technologies Private Limited,"Bengaluru, Karnataka, India","Hiring Frontend developer (Angular)

Exp: 5+

ctc: as per company standard









Should have good experience in

Knowledge on Spring, databases (will be added advantage





Skills:- Javascript, HTML/CSS, Angular (2+) and AngularJS (1.x)"
[],[],set(),373,Frontend Developer,Patreon,"San Francisco, CA","Patreon is the best place for creators to build exclusive content and community for their fans. We enable creators (podcasters, writers, musicians, illustrators, etc) to connect with their fans directly and make money from their creative work. Creators can sell one-off items from their own shops or offer recurring monthly memberships with exclusive access to their work.

There are over 250,000 active creators earning on Patreon and over 10 million members. Our goal has always been to - and we're leaders in the space, having sent over $3.5 billion to creators since our inception. We’re continuing to invest heavily in building the most talented team in the Creator Economy and are looking for a to support our mission.

















Patreon powers creators to do what they love and get paid by the people who love what they do. Our team is passionate about making this mission and our core values come to life every day in our work. Through this work, our Patronauts:





We hire talented and passionate people from different backgrounds across the organization. If you’re excited about a role but your past experience doesn’t match with every bullet point outlined above, we strongly encourage you to apply anyway. If you’re a creator at heart, are energized by our mission, and share our company values, we’d love to hear from you."
[],[],"{'JavaScript', 'React'}",374,other,Doppelio,"Indiana, United States","Key Responsibilities

Develop the Web-Based Front End Application using modular technologies




3+ years of development experience









Candidates having experience as Front End Developer, UI Developer, Web Developer, React js Developer, Javascript Developer can apply

Job Type: Full-time

Location: Bangalore

Send your resume to careers@doppelio.com"
[],[],set(),375,Frontend Developer,NCS Group,"Pune, Maharashtra, India","About the job – Front End Developer

Extraordinary careers start here
NCS, a subsidiary of Singtel Group, is a leading technology services firm with presence in Asia Pacific and partners with governments and enterprises to advance communities through technology. Combining the experience and expertise of its 12,000-strong team across 58 specializations, NCS provides differentiated and end-to-end technology services to clients with its NEXT capabilities in digital, data, cloud and platforms, as well as core offerings in application, infrastructure, engineering and cybersecurity. NCS also believes in building a strong partner ecosystem with leading technology players, research institutions and start-ups to support open innovation and co-creation."
[],[],set(),376,other,Futurum Technology Ltd.,"Cracow, Małopolskie, Poland","Company Description

At Futurum Technology, we are responsible for helping startups get things done. We employ more than 40 IT specialists. Our mission is to help people and companies around the world develop and improve IT solutions.



We are recruiting for the position of Front-end Developer. We are looking for people to join to teams that will work on project that we implement for our client. Tasks:



Qualifications



Additional Information"
[],[],set(),377,Frontend Developer,CRISP STUDIO,Spain,"At WE ARE CRISP, we transform ecommerce stores from ordinary to extraordinary. Specializing in Shopify ecommerce solutions, we pride ourselves on delivering exceptional results for businesses looking to elevate their online presence.




Tasks







Requirements










Benefits"
[],[],"{'Angular', 'Node.js', 'HTML', 'CSS', 'JavaScript', 'Vue.js'}",378,Frontend Developer,Dicetek LLC,"Dubai, Dubai, United Arab Emirates","Javascript, AngularJS, Angular 2+, PugJs, gulp.js, jQuery, CSS, HTML, Reactjs, Vue.js, Redux, RxJS library, Node.js, Express.js, MEAN.JS, Flux, Socket.IO, deep understanding of reactive programming."
[],[],{'JavaScript'},379,Frontend Developer,Fulfillment IQ,"Mumbai, Maharashtra, India","GENERAL INFORMATION

Role Title: Frontend Developer

Job Type: Full time

Location: Toronto, ON (Remote)



At FulfillmentIQ, we’re disruptors in the supply chain and logistics sector. As an award-winning supply chain tech company, we design and deliver cutting-edge solutions for D2C brands, retailers, and 3PLs. Our teams thrive on solving complex logistics challenges, from developing custom software and advising on tech stack selection to implementing advanced supply chain technology.

If you’re passionate about problem-solving, thrive in dynamic environments, and want to make an impact, we’d love to have you on board.

The UI Magician!

Do you eat, sleep, and breathe JavaScript?

Can you transform a dull UI into an interactive masterpiece?

Ready to shape the future of web experiences?

If your answer is a resounding ""YES!""—then welcome to the front lines of our web experience! As a Frontend Developer, you’ll play a pivotal role in crafting beautiful, seamless, and intuitive user interfaces that captivate our users. Your work will bridge the gap between design and technology, ensuring a delightful user experience that feels effortless.

Core Responsibilities











Why You’ll Love Working Here



Perks you’ll appreciate





Fulfillment IQ is a company that values its people, and we work together as a team while being a remote company. Fulfillment IQ is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.



Website: https://fulfillmentiq.com/

LinkedIn Page: https://www.linkedin.com/company/fulfillmentiq/about/

Hear us on: https://open.spotify.com/show/1IA3mhyXavWviPuQ6fb0Do

Subscribe to us on: https://www.youtube.com/playlist?list=PLJQYvEuiLIKFzdXkW3aZGV3nPUB8EN FAa"
[],[],"{'Node.js', 'JavaScript', 'TypeScript', 'React'}",380,Frontend Developer,Rekruton Global IT Services,"Ahmedabad, Gujarat, India","Responsibilities

Help guide architectural decisions
Contribute to deep, meaningful refactors and feature releases






Skills: nodejs,reactjs,webpack,javascript,react,node.js,babel,nextjs,typescript,next.js"
[],[],"{'JavaScript', 'React'}",381,Frontend Developer,The Hub,"Chennai, Tamil Nadu, India","We are looking for a skilled react.js developer to join our front-end development team. In this role, you will be responsible for developing and implementing user interface components using React.js concepts. You will also be responsible for profiling and improving front-end performance and documenting our front-end codebase.









Skills:- Javascript, Redux/Flux and React.js"
[],[],"{'HTML', 'CSS', 'JavaScript', 'React'}",382,Frontend Developer,The Hub,"Chennai, Tamil Nadu, India","We are looking for a skilled react.js developer to join our front-end development team. In this role, you will be responsible for developing and implementing user interface components using React.js concepts. You will also be responsible for profiling and improving front-end performance and documenting our front-end codebase.









Skills:- Javascript, Redux/Flux, React.js and HTML/CSS"
[],[],set(),383,Full Stack Engineer,Gruppo SEAC,"Trento, Trentino-Alto Adige, Italy","In SEAC S.p.A. siamo alla ricerca di un profilo per la posizione di

FULL STACK DEVELOPER

La persona, all'interno di un team strutturato dedicato alla creazione di applicazioni innovative in ambito business, si occupa di:



















: Full Time

: Trento

: Software Informatica e servizi Internet.

Il trattamento economico sarà formulato in sede di colloquio.

__






__

possono candidarsi tutte le persone interessate, di entrambi i sessi, (L 903/77 e 125/91 e successive modificazioni), di tutte le età e tutte le nazionalità ai sensi dei decreti legislativi 215/03 e 216/03.

Ai sensi del Regolamento UE GDPR 2016/679 i dati comunicati ovvero inseriti nei curricula, verranno utilizzati esclusivamente per finalità connesse all’attività della nostra società. Sono riconosciuti all’interessato i diritti di cui all’art. 7 della Legge. Il titolare del trattamento è Seac S.p.A."
[],[],{'Agile'},384,Frontend Developer,LoopMe,"Cracow, Małopolskie, Poland","LoopMe, the leading outcomes-based platform, closes the loop on digital advertising. By leveraging AI to optimize media delivery in real-time, we drive measurable uplift for business outcomes and more effective advertising across online and offline marketing goals, including brand lift, purchase intent, consideration, foot traffic and sales.

At LoopMe, we work in a highly agile development environment, developing software tools used by international clients in all parts of the world. A team of 100+ engineers build and maintain real-time bidding platforms for advertisers globally. We have built multiple advertising platforms each with its own user interfaces that are offered to clients globally on a self-serve basis.



We're looking for an enthusiastic and eager Junior Frontend Engineer to join our collaborative and highly talented developer group. You'll be focused on building the user interface of our Dashboards, working as a member of a cross functional team. This is a fantastic opportunity to learn and grow your frontend skills in a supportive environment."
[],[],set(),385,Frontend Developer,PlayAI,"Palo Alto, CA",
[],[],set(),386,Frontend Developer,Reverside,"Gauteng, South Africa","Reverside is an IT services provider; we are always looking for professional candidates to join our team in Software Development, providing opportunities to work on exciting projects, within our well-established client base. We are currently seeking for a skilled Frontend Developer to join the team and help build and maintain modern, high-performance web applications. The ideal candidate will be proficient in This role requires a detail-oriented developer who is passionate about crafting clean, maintainable, and scalable front-end solutions."
[],[],set(),387,other,Bulls Media Worldgroup,"Tirana, Tirana, Albania","Job Description:

We are looking for a highly skilled and experienced WordPress Developer to join our team. As a WordPress Developer, you will work with other members of the team to develop WordPress sites.





Requirements:"
[],[],set(),388,Frontend Developer,Outliant,Mexico,"About us:

Outliant is a fully-remote, US-based, digital product development and startup consulting company, with a team of culturally diverse creators whose exceptional skills and talents help conceive seamless digital products. Our teams exhibit work-play energy that supports individual growth, as well as encourages the freedom of creativity and “thinking outside the box.”







As a Frontend Engineer I, you will apply your understanding of CMS principles and best practices to handle routine tasks and assignments with clear objectives. This role serves as a foundational opportunity to gain experience within an established framework while using your skills to support and enhance CMS projects.













As a full-time member of our team, you’ll enjoy:





To ensure the legitimacy of job opportunities, we strongly recommend that you solely rely on positions posted here on our official website: .

All our current job openings require video interviews conducted in either or both synchronous (via Google Meet) and asynchronous (via Willo) formats. Kindly refrain from accepting offers that appear suspicious. For any inquiries or concerns, feel free to reach out to us via email at .

Please be assured that we are fully committed to maintaining integrity in our hiring process."
[],[],set(),389,other,DotYeti,"Manila, National Capital Region, Philippines","Web Developer - DotYeti

We're seeking a Web Developer to join our fast-growing creative team and collaborate with designers, clients, and leaders to bring high-impact digital experiences to life. You'll play a pivotal role in turning design visions into scalable, responsive, and high-performing websites and web applications.


























We are currently not accepting meeting requests for this position through our website. Submit your application via this job ad."
[],[],"{'React', 'Communication', 'HTML', 'Problem Solving', 'CSS'}",390,Frontend Developer,BitGo,"New York, United States","BitGo is the leading infrastructure provider of digital asset solutions, delivering custody, wallets, staking, trading, financing, and settlement services from regulated cold storage. Since our founding in 2013, we have focused on enabling our clients to securely navigate the digital asset space. With a global presence and multiple Trust companies, BitGo serves thousands of institutions, including many of the industry's top brands, exchanges, and platforms, and millions of retail investors worldwide. As the operational backbone of the digital economy, BitGo handles a significant portion of Bitcoin network transactions and is the largest independent digital asset custodian, and staking provider, in the world. For more information, visit www.bitgo.com.



As a Frontend Engineer, you will be responsible for designing, developing, and maintaining UI and frontend components of our onboarding experience. You will work closely with product managers, designers, and other engineers to deliver high-quality, secure, and scalable solutions that meet the needs of our clients. This role requires a deep understanding of frontend technologies like React, CSS and HTML.







We are looking for teammates who share and practice our values: open communication, transparency, taking ownership, and a high level of craftsmanship. We are looking for coworkers who share our vision and mission: deliver trust in digital assets.











Disrupting an industry takes vision, innovation, passion, technical chops, drive to deliver, collaboration, and execution. Join a team of great people who strive for excellence and personify our corporate values of ownership, craftsmanship, and open communication. We are looking for new colleagues who bring innovative ways of thinking and problem solving, and who want risks to be part of the team that changes the world’s financial markets.

Depending upon your leveling and location, the compensation for this role averages between $150,000 - 180,000 USD base salary. Equity, an annual performance bonus and the benefits outlined below are also a part of this role's package.

Here are some of the benefits* of working at BitGo:



Cryptocurrencies are the most disruptive change the financial services industry has seen in years. Join us and you’ll be able to look back and say you were part of the team that transformed investing."
[],[],"{'HTML', 'CSS', 'Git', 'JavaScript'}",391,Frontend Developer,GHTK,"Hanoi, Hanoi, Vietnam","Trung Tâm Công Nghệ GHTK Đang Tìm Kiếm Ứng Viên Cho Vị Trí Lập Trình Viên FrontEnd Với Các Thông Tin Về Vị Trí Như Sau



– Thiết kế và triển khai front-end code của các ứng dụng web đa nền tảng Javascript bằng cách sử dụng framework/ngôn ngữ mới như VueJS/ ReactJS.

– Xây dựng hệ thống dữ liệu lớn BigData, hệ sinh thái chat & call GChats, hệ thống CRM,...

– Phối hợp với team để đẩy mạnh công nghệ UI hiện có và tạo trải nghiệm người dùng tốt nhất cho các hệ thống hiện tại.



– Có tối thiểu 3 năm kinh nghiệm sử dụng ReactJS hoặc VueJS;

– Có kinh nghiệm xây dựng website sử dụng HTML, CSS, Javascript;

– Có kinh nghiệm sử dụng công cụ quản lý code như Git....

– Có khả năng review code front-end;

– Sẵn sàng học hỏi, nghiên cứu các công nghệ mới;

– Tốt nghiệp Đại học chuyên ngành Công nghệ thông tin hoặc các chuyên ngành liên quan, ưu tiên ứng viên tốt nghiệp từ các trường: ĐH Bách Khoa, ĐH Công nghệ-ĐHQGHN, FPT, Bưu Chính Viễn Thông, ĐH Công Nghiệp,...



– Lương Junior đến Senior: (đánh giá tăng lương theo năng lực định kỳ);

– Bảo hiểm full lương, bảo hiểm sức khỏe cao cấp;

– Đánh giá tăng lương theo năng lực định kỳ;

– Môi trường làm việc trẻ trung, năng động;

– Làm việc cùng đội ngũ công nghệ giỏi chuyên môn, có cơ hội để phát huy tối đa năng lực của bản thân;

– Liên tục được đào tạo về kiến thức, kỹ năng liên quan đến các lĩnh vực hoạt động của Công ty;

– Được cung cấp đầy đủ phương tiện làm việc theo yêu cầu của tính chất công việc;

– Các hoạt động tập thể, giải trí đa dạng (CLB Bóng đá, game, bi lắc, ...); sự kiện team-building hàng năm.



– Thời gian làm việc: 8:30 – 18:00; Thứ Hai – Thứ Sáu và hai ngày thứ Bảy trong tháng luân

phiên;

– Địa chỉ: Tòa nhà GHTK, đường Phạm Hùng, phường Mễ Trì, quận Nam Từ Liêm, Hà Nội.



Để ứng tuyển vị trí FrontEnd Developer, vui lòng gửi CV & Cover Letter về

email:

Tiêu đề: ."
[],[],set(),392,Frontend Developer,Fjord Qudra,"Pune, Maharashtra, India","Join Fjord Qudra as a Frontend Developer in Pune, India
Fjord Qudra is an AI advisory and implementation firm passionate about turning cutting-edge technology into real-world business impact. We specialize in AI product development, technical architecture, and commercialization, delivering secure, high-performance solutions that meet global standards like the EU AI Act, GDPR, ISO 27001, and SOC 2."
[],[],set(),393,Frontend Developer,Hedra,"New York, NY",
[],[],set(),394,Frontend Developer,Meteoros Automation,"Chennai, Tamil Nadu, India","Selected Intern's Day-to-day Responsibilities Include

Design & develop slick, user-friendly UIs that work beautifully across devices


About Company: We help customers understand their energy costs and analyze data for high-cost savings, this includes services, consulting, SaaS solutions, BEMS, and energy performance contracts with end-to-end visibility."
[],[],{'React'},395,Frontend Developer,Seismic,"Hyderabad, Telangana, India","About Us

Please be aware we have noticed an increase in hiring scams potentially targeting Seismic candidates. Read our full statement on our Careers page.







The ideal candidate will have a strong background in front-end development, deep expertise in React and Next.JS integrating with Sitecore CMS. You will play a key role in building and optimizing scalable, high-performance web applications. You will be responsible for developing and maintaining scalable, high-performance Sitecore-powered web solutions. This role requires expertise in frontend development to ensure seamless implementation of features and functionality.











At Seismic, we’re committed to providing benefits and perks for the whole self. To explore our benefits available in each country, please visit the Global Benefits page.

If you are an individual with a disability and would like to request a reasonable accommodation as part of the application or recruiting process, please click here.

Headquartered in San Diego and with employees across the globe, Seismic is the global leader in sales , backed by firms such as Permira, Ameriprise Financial, EDBI, Lightspeed Venture Partners, and T. Rowe Price. Seismic also expanded its team and product portfolio with the strategic acquisitions of SAVO, Percolate, Grapevine6, and Lessonly. Our board of directors is composed of several industry luminaries including John Thompson, former Chairman of the Board for Microsoft.

Seismic is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to gender, age, race, religion, or any other classification which is protected by applicable law."
[],[],"{'HTML', 'CSS', 'JavaScript', 'React'}",396,other,Cadent,"San Jose, CA","Qualifications

Duties: User interface development building web-based enterprise software per product requirements. Code in Javascript, HTML, DHTML, CSS, using UI tools: React, Redux, ES6, and Webpack. Apply design pattern and implementation best practices. Collaborate with product teams, designers, and engineering team to provide solutions to design and implement interactive user interfaces. Iterate and improve existing products, applications, and architecture. Recommend and provide training for new libraries or technologies as needed. Provide technical and design feedback on early concepts. Provide solutions to user issues.



Applicants must have a Master’s degree or foreign equivalent in Computer Science, Computer Information Systems, Information Technology, Engineering (any), or related fields. Pay Scale $135,00 – $155,000 per yr., plus standard benefits.



USD $135,000.00 - USD $155,000.00 /Yr."
[],[],set(),397,Frontend Developer,Astound Digital,"Ahmedabad, Gujarat, India","About Astound Digital

At Astound Digital, we are pioneers in the digital landscape, dedicated to transforming how the world interacts with technology, data, and creativity. Our role as trusted advisors in the digital landscape empowers the world’s most innovative brands with frictionless, end-to-end customer experiences. We are known for our comprehensive solutions, proven expertise, and collaborative, nimble approach that instills confidence in our clients. Join us to navigate and lead in the ever-changing digital world, where your impact will extend beyond the ordinary



You will be a leader of a high-performance feature-driven development team responsible for building enterprise-level e-commerce platform solutions.



















Whether you’re working directly with our world-renowned clients or with your Astound colleagues from around the globe, you will shape the future of digital commerce, using emerging technologies and innovative approaches."
[],[],"{'SQL', 'HTML', 'CSS', 'JavaScript'}",398,other,Manabh Software,"Pune, Maharashtra, India","(Experience: 0-4 Years), Job Location: Pune

Qualification : BE (Computer / IT)

Skills Sets like HTML, CSS, C#, ASP.Net, Entity Framework, ASP.Net MVC, jQuery, Ajax, JavaScript, Crystal Report, SQL Server, MS Access

Good Analytical Skills"
[],[],{'React'},399,Frontend Developer,orangemantra,"Pune, Maharashtra, India","We are seeking a highly skilled and motivated Front-End Developer to join our dynamic development team. In this role, you will work closely with designers, back-end developers, and product managers to build intuitive and responsive user interfaces for our web applications. The ideal candidate will have strong expertise in React and Redux and be comfortable with modern front-end technologies and development best practices.













APPLY NOW"
[],[],set(),400,Frontend Developer,Outliant,Chile,"About us:

Outliant is a fully-remote, US-based, digital product development and startup consulting company, with a team of culturally diverse creators whose exceptional skills and talents help conceive seamless digital products. Our teams exhibit work-play energy that supports individual growth, as well as encourages the freedom of creativity and “thinking outside the box.”







As a Frontend Engineer I, you will apply your understanding of CMS principles and best practices to handle routine tasks and assignments with clear objectives. This role serves as a foundational opportunity to gain experience within an established framework while using your skills to support and enhance CMS projects.













As a full-time member of our team, you’ll enjoy:





To ensure the legitimacy of job opportunities, we strongly recommend that you solely rely on positions posted here on our official website: .

All our current job openings require video interviews conducted in either or both synchronous (via Google Meet) and asynchronous (via Willo) formats. Kindly refrain from accepting offers that appear suspicious. For any inquiries or concerns, feel free to reach out to us via email at .

Please be assured that we are fully committed to maintaining integrity in our hiring process."
[],[],"{'Node.js', 'Ruby', 'JavaScript', 'Python'}",401,other,_Perspective_,Mumbai Metropolitan Region,"High Functioning Product team in creation for a SaaS Product and two social media products Skills:- Javascript, Python, Ruby on Rails (ROR), NodeJS (Node.js), NOSQL Databases, MEAN stack and AngularJS (1.x)"
[],[],set(),402,Frontend Developer,Outliant,Uruguay,"About us:

Outliant is a fully-remote, US-based, digital product development and startup consulting company, with a team of culturally diverse creators whose exceptional skills and talents help conceive seamless digital products. Our teams exhibit work-play energy that supports individual growth, as well as encourages the freedom of creativity and “thinking outside the box.”







As a Frontend Engineer I, you will apply your understanding of CMS principles and best practices to handle routine tasks and assignments with clear objectives. This role serves as a foundational opportunity to gain experience within an established framework while using your skills to support and enhance CMS projects.













As a full-time member of our team, you’ll enjoy:





To ensure the legitimacy of job opportunities, we strongly recommend that you solely rely on positions posted here on our official website: .

All our current job openings require video interviews conducted in either or both synchronous (via Google Meet) and asynchronous (via Willo) formats. Kindly refrain from accepting offers that appear suspicious. For any inquiries or concerns, feel free to reach out to us via email at .

Please be assured that we are fully committed to maintaining integrity in our hiring process."
