Job Title,Company,Location,Link,num_applicants,description,seniority_level,employment_type,job_function,industries,skills,salaries
Software Engineer (Frontend) - Early in Career,Splunk,"Colorado, United States",https://www.linkedin.com/jobs/view/software-engineer-frontend-early-in-career-at-splunk-4224839552?position=7&pageNum=12&refId=ydwF%2Brq6wPZ%2F5kZihxYZkA%3D%3D&trackingId=EQdnZ4xub0eol1%2F%2B8P6mzQ%3D%3D,156 applicants,not found,not found,not found,not found,not found,not found,not found
Software Engineer (Frontend) - Early in Career,Splunk,"North Carolina, United States",https://www.linkedin.com/jobs/view/software-engineer-frontend-early-in-career-at-splunk-4224836885?position=5&pageNum=15&refId=LSiZLdAsNvSQfwCH45FC%2BQ%3D%3D&trackingId=Z6ai%2BDygqEndoDjO0l4Tkw%3D%3D,106 applicants,not found,not found,not found,not found,not found,not found,not found
Software Engineer (Full-Stack),Transcend,United States,https://www.linkedin.com/jobs/view/software-engineer-full-stack-at-transcend-4171330833?position=2&pageNum=40&refId=dznNjTSAi0YbpHN8Uc2aKA%3D%3D&trackingId=eUAsy0FAkC%2BcwLzhfKc%2Bkg%3D%3D,Over 200 applicants,not found,not found,not found,not found,not found,not found,not found
Full Stack Software Engineer,ClearCompany,United States,https://www.linkedin.com/jobs/view/full-stack-software-engineer-at-clearcompany-4230933462?position=3&pageNum=42&refId=CFWYZk20BOM4OiDuB9sgQA%3D%3D&trackingId=mRQYOSxe4%2FiDOqmWQSf7TQ%3D%3D,Over 200 applicants,not found,not found,not found,not found,not found,not found,not found
"Software Engineer (Full Stack, AI)",Goalbook,United States,https://www.linkedin.com/jobs/view/software-engineer-full-stack-ai-at-goalbook-4105093236?position=10&pageNum=47&refId=p0aRpDvlvZfd%2B3pNgpX77A%3D%3D&trackingId=jBd6ftaJGj%2B5tWJNumMPAA%3D%3D,Over 200 applicants,not found,not found,not found,not found,not found,not found,not found
Senior/ Staff Full Stack Software Engineer,Polly,United States,https://www.linkedin.com/jobs/view/senior-staff-full-stack-software-engineer-at-polly-4223757828?position=9&pageNum=50&refId=Rc%2Fhq1Kw8gwOHlgo5YmtEQ%3D%3D&trackingId=Ap8S3RcQmxI2KopbysQS7g%3D%3D,Be among the first 25 applicants,not found,not found,not found,not found,not found,not found,not found
"Software Engineer, Full-Stack",Rescale,United States,https://www.linkedin.com/jobs/view/software-engineer-full-stack-at-rescale-4230144574?position=3&pageNum=72&refId=KVbbImP%2FaVaehe0Lt8ERXQ%3D%3D&trackingId=0uJDj%2BWvpMFZ2Z3RL6UpoA%3D%3D,Over 200 applicants,not found,not found,not found,not found,not found,not found,not found
"Software Engineer III, Full Stack, Web App",Shippo,United States,https://www.linkedin.com/jobs/view/software-engineer-iii-full-stack-web-app-at-shippo-4208202317?position=4&pageNum=77&refId=jsoL6uh9hgJJu4jQbT2VMw%3D%3D&trackingId=iYry5VUZ3hAUptDi8EyQAQ%3D%3D,Be among the first 25 applicants,not found,not found,not found,not found,not found,not found,not found
"Software Engineer - AI/ML, Multiple Locations",Microsoft,United States,https://www.linkedin.com/jobs/view/software-engineer-ai-ml-multiple-locations-at-microsoft-4114182645?position=34&pageNum=0&refId=69n4%2FKJETtoJUow%2BrKIU6g%3D%3D&trackingId=zO5vnzZMkCJBK7MZqDeSBg%3D%3D,Over 200 applicants,"Come build community, explore your passions and do your best work at Microsoft. This opportunity will allow you to bring your aspirations, talent, potential - and excitement for the journey ahead.

We’re a company of learn-it-alls rather than know-it-alls and our culture is centered around embracing a growth mindset, a theme of inspiring excellence, and encouraging teams and leaders to bring their best each day. Does this sound like you? Learn more about our cultural attributes.

As a Software Engineer on AI and/or ML projects you will develop software, tools, and code to be used in support of design, infrastructure, and technology platforms including large and small language models (LLMs/SLMs). This opportunity will allow you to create and implement extensible and maintainable code and prompts for a product, service, or feature. You will partner with stakeholders to determine user requirements for a feature and consider a variety of feedback channels to incorporate insights into future designs or solution fixes. You will collaborate with others to create a clear and articulated plan for testing, assuring quality of solutions, while applying knowledge of debugging tools, logs, telemetry, and other methods to proactively flag issues. This opportunity will allow you to learn about customer scaling requirements and the application of best practices for meeting scaling needs and performance expectations, while ensuring the correct processes are followed to achieve a high degree of security, privacy, safety, and accessibility. You will also consider the impact of AI technology, including applying Microsoft’s responsible AI practices.

Microsoft’s mission is to empower every person and every organization on the planet to achieve more. As employees we come together with a growth mindset, innovate to empower others, and collaborate to realize our shared goals. Each day we build on our values of respect, integrity, and accountability to create a culture of inclusion where everyone can thrive at work and beyond.









Required Qualifications





Software Engineering IC2 - The typical base pay range for this role across the U.S. is USD $81,900 - $160,200 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $105,600 - $174,600 per year.

Certain roles may be eligible for benefits and other compensation. Find additional benefits and pay information here: https://careers.microsoft.com/us/en/us-corporate-pay.

Microsoft will accept applications and process offers for these roles on an ongoing basis.

Microsoft is an equal opportunity employer. Consistent with applicable law, all qualified applicants will receive consideration for employment without regard to age, ancestry, citizenship, color, family or medical care leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable local laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application process, read more about requesting accommodations.",Not Applicable,Full-time,Engineering and Information Technology,Software Development,{'Testing'},not found
"Software Engineer, AI Data",GE HealthCare,"Washington, United States",https://www.linkedin.com/jobs/view/software-engineer-ai-data-at-ge-healthcare-4232225571?position=8&pageNum=62&refId=W3vyOCLIp%2BjLRk1Vzf4dRA%3D%3D&trackingId=eB1Ig7cj3tGi1UOrRQRDjg%3D%3D,Over 200 applicants,"Job Description Summary

GEHC STO AI team is seeking a talented Data Software Engineer to join our team. This role combines data engineering, software development, and front-end web tool development skills to build data processing pipelines and robust, data-driven applications with intuitive web interfaces.















This role is ideal for someone who enjoys working with both data and software, and wants to leverage their skills to build impactful applications. If you are passionate about data and software engineering, we would love to hear from you!

For U.S. based positions only, the pay range for this position is $136,000.00-$204,000.00 Annual. It is not typical for an individual to be hired at or near the top of the pay range and compensation decisions are dependent on the facts and circumstances of each case. The specific compensation offered to a candidate may be influenced by a variety of factors including skills, qualifications, experience and location. In addition, this position may also be eligible to earn performance based incentive compensation, which may include cash bonus(es) and/or long term incentives (LTI). GE HealthCare offers a competitive benefits package, including not but limited to medical, dental, vision, paid time off, a 401(k) plan with employee and company contribution opportunities, life, disability, and accident insurance, and tuition reimbursement.

GE HealthCare offers a great work environment, professional development, challenging careers, and competitive compensation. GE HealthCare is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national or ethnic origin, sex, sexual orientation, gender identity or expression, age, disability, protected veteran status or other characteristics protected by law.

GE HealthCare will only employ those who are legally authorized to work in the United States for this opening. Any offer of employment is conditioned upon the successful completion of a drug screen (as applicable).

While GE HealthCare does not currently require U.S. employees to be vaccinated against COVID-19, some GE HealthCare customers have vaccination mandates that may apply to certain GE HealthCare employees.

Yes",not found,not found,not found,not found,not found,not found
Software Engineer,PingWind Inc. (SDVOSB),United States,https://www.linkedin.com/jobs/view/software-engineer-at-pingwind-inc-sdvosb-4233803854?position=2&pageNum=70&refId=r%2BuwLSeooZyNt%2FPqAoH9cQ%3D%3D&trackingId=PAUKykTKxwluRx0Ta8M70g%3D%3D,173 applicants,"Job Type: Full Time

Location: Remote

Possibly across US

Ability to obtain Public Trust

Bachelor’s Degree in IT, Computer Science, or a related field is preferred

8 years of relevant experience

8 years of experience



PingWind is seeking a Software Engineer to join Agency for Healthcare Research and Quality’s (AHRQ) Agile software development team. As a Software Engineer, you will play a critical role in ensuring the quality and reliability of AHRQ applications and products. Your responsibilities will include providing application and feature development leadership, coordinating with developers, developing reusable code to enable rapid development, and collaborating with cross-functional teams to deliver high-quality software to our stakeholders and users.








Preferred Skills and Experience:






PingWind is focused on delivering outstanding services to the federal government. We have extensive experience in the fields of cybersecurity, development, IT infrastructure, supply chain management and other professional services such as system design and continuous improvement. PingWind is an SBA certified Service-Disabled Veteran-Owned Small Business (SDVOSB) with offices in Northern Virginia and Huntsville AL. www.PingWind.com

Our benefits include:




Veterans are encouraged to apply

PingWind, Inc. does not discriminate in employment opportunities, terms, and conditions of employment, or practices on the basis of race, age, gender, religious or political beliefs, national origin or heritage, disability, sexual orientation, or any characteristic protected by law.",not found,not found,not found,not found,"{'Agile', 'Leadership'}",not found
Software Engineer,Consumers Energy,"Jackson, Michigan, United States",https://www.linkedin.com/jobs/view/software-engineer-at-consumers-energy-4217389428?position=23&pageNum=0&refId=XuxkFeQkE8XV6UadCzoF0A%3D%3D&trackingId=%2FlhHDTmQDCqX5p4cjAK2AA%3D%3D,Γίνετε μεταξύ των πρώτων 25 υποψηφίων,"Consumers Energy is Michigan’s largest energy provider, providing natural gas and/or electricity to 6.8 million of the state’s 10 million residents in all 68 Lower Peninsula counties. Consumers Energy knows job number one is to keep the lights on for customers. We are committed to delivering reliable, clean, and affordable energy to our customers 24/7.

: This is a hybrid (virtual/onsite) position with required onsite days on Monday, Tuesday and Thursday assigned to One Energy Plaza located in Jackson, MI.  The selected candidate must be within a commutable distance or willing to relocate (relocation package is available for those that qualify).



The Software Engineer performs analysis, design, configuration, development, testing, and debugging of computer software. They will work independently with users to define system scope and objectives and establish baselines as well as perform activities based upon established standards and processes. The Software Engineer will determine and develop user requirements for systems in production to ensure maximum usability.














At Consumers Energy, we offer more than just a place to work. We foster a culture that supports career development, growth, and stability, and we take pride in offering our co-workers excellent benefits and compensation packages. We are deliberately creating an inclusive culture that makes our diverse team of co-workers feel valued, supported, and empowered every day. We're a company made up of thousands of people, all with different stories to share and work to do, but we stand united in our company purpose: world class performance delivering hometown service.







We, at CMS Energy, value Diversity, Equity, & Inclusion. It is part of our DNA. We treat our employees with respect, we treat each other fairly and we value the opinions of others. We are passionate about building and nurturing an environment where everyone feels included. We don’t discriminate. We seek to learn about each other and better understand our unique differences. Our uniqueness makes us authentic. We create safe spaces where everyone can be who they truly are. We invite difficult conversations and uncomfortable topics. We value diverse perspectives; this is what makes us great together. We harbor an inclusive environment where employees feel empowered to share their backgrounds, experiences, and ideas. Our Employee Resource Groups, Women in Energy (WE), Minority Advisory Panel (MAP), Pride Alliance of Consumers Energy (PACE), GENERGY, capABLE, Interfaith and Veterans Advisory Panel (VAP) are key enablers to living the values of our company culture: Caring, Empowered, Deliberate, Agility, and Ownership.

All qualified applicants will not be discriminated against and will receive consideration for employment without regard to protected veteran status, disability, race, color, religion, sex, age, sexual orientation, gender identity or national origin.",Εισαγωγικό επίπεδο,Πλήρους απασχόλησης,not found,not found,{'Testing'},not found
Software Engineer,KLA,"Milpitas, California, United States",https://www.linkedin.com/jobs/view/software-engineer-at-kla-4213114753?position=4&pageNum=10&refId=AB3inpoQ5BnEwRm2QdvftQ%3D%3D&trackingId=F1qEojDIqvCS%2F%2BxkuJqr2w%3D%3D,Γίνετε μεταξύ των πρώτων 25 υποψηφίων,"Company Overview

KLA is a global leader in diversified electronics for the semiconductor manufacturing ecosystem. Virtually every electronic device in the world is produced using our technologies. No laptop, smartphone, wearable device, voice-controlled gadget, flexible screen, VR device or smart car would have made it into your hands without us. KLA invents systems and solutions for the manufacturing of wafers and reticles, integrated circuits, packaging, printed circuit boards and flat panel displays. The innovative ideas and devices that are advancing humanity all begin with inspiration, research and development. KLA focuses more than average on innovation and we invest 15% of sales back into R&D. Our expert teams of physicists, engineers, data scientists and problem-solvers work together with the world’s leading technology providers to accelerate the delivery of tomorrow’s electronic devices. Life here is exciting and our teams thrive on tackling really hard problems. There is never a dull moment with us.



We are looking for a passionate software engineer who will be supporting our test automation activities.

Responsibilities will include, but not limited to:











Master's Level Degree and 0 years related work experience; Bachelor's Level Degree and related work experience of 2 years

Base Pay Range: $108,900.00 - $185,100.00 Annually

Primary Location: USA-CA-Milpitas-KLA

KLA’s total rewards package for employees may also include participation in performance incentive programs and eligibility for additional benefits including but not limited to: medical, dental, vision, life, and other voluntary benefits, 401(K) including company matching, employee stock purchase program (ESPP), student debt assistance, tuition reimbursement program, development and career growth opportunities and programs, financial planning benefits, wellness benefits including an employee assistance program (EAP), paid time off and paid company holidays, and family care and bonding leave.

Interns are eligible for some of the benefits listed. Our pay ranges are determined by role, level, and location. The range displayed reflects the pay for this position in the primary location identified in this posting. Actual pay depends on several factors, including state minimum pay wage rates, location, job-related skills, experience, and relevant education level or training. We are committed to complying with all applicable federal and state minimum wage requirements where applicable. If applicable, your recruiter can share more about the specific pay range for your preferred location during the hiring process.

KLA is proud to be an Equal Opportunity Employer. We will ensure that qualified individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us at talent.acquisition@kla.com or at +1-408-352-2808 to request accommodation.

Be aware of potentially fraudulent job postings or suspicious recruiting activity by persons that are currently posing as KLA employees. KLA never asks for any financial compensation to be considered for an interview, to become an employee, or for equipment. Further, KLA does not work with any recruiters or third parties who charge such fees either directly or on behalf of KLA. Please ensure that you have searched KLA’s Careers website for legitimate job postings. KLA follows a recruiting process that involves multiple interviews in person or on video conferencing with our hiring managers. If you are concerned that a communication, an interview, an offer of employment, or that an employee is not legitimate, please send an email to talent.acquisition@kla.com to confirm the person you are communicating with is an employee. We take your privacy very seriously and confidentially handle your information.",Βοηθός,Πλήρους απασχόλησης,not found,not found,"{'Communication', 'R', 'Automation'}",not found
Deep Learning Software Engineer - AI Models,AMD,"Austin, Texas, United States",https://www.linkedin.com/jobs/view/deep-learning-software-engineer-ai-models-at-amd-4233424089?position=1&pageNum=15&refId=w621MS6RbJ0dWGiLs7rHGQ%3D%3D&trackingId=LgxssfZ7U9BDvJm4Sx3Abw%3D%3D,199 Αιτούντες,"WHAT YOU DO AT AMD CHANGES EVERYTHING

We care deeply about transforming lives with AMD technology to enrich our industry, our communities, and the world. Our mission is to build great products that accelerate next-generation computing experiences - the building blocks for the data center, artificial intelligence, PCs, gaming and embedded. Underpinning our mission is the AMD culture. We push the limits of innovation to solve the world’s most important challenges. We strive for execution excellence while being direct, humble, collaborative, and inclusive of diverse perspectives.

AMD together we advance_



AMD is looking for a software engineer who is passionate about expanding AI models on AMD GPUs, and improving the performance of key applications and benchmarks. You will be a member of a core team of incredibly talented industry specialists and will work with the very latest hardware and software technology.



Strong technical and analytical skills in C++/Python AI development in a Linux environment. Ability to work as part of a team, while also being able to work independently, define goals and scope and lead your own development effort.
















AMD benefits at a glance.",Μεσαίο-ανώτερο επίπεδο,Πλήρους απασχόλησης,not found,not found,"{'Python', 'Linux'}",not found
Robot Embedded Software Engineer,Amazon,"Westborough, Massachusetts, United States",https://www.linkedin.com/jobs/view/robot-embedded-software-engineer-at-amazon-4236425889?position=5&pageNum=15&refId=w621MS6RbJ0dWGiLs7rHGQ%3D%3D&trackingId=M6Zjy85UlNqddOQmOryIPw%3D%3D,Γίνετε μεταξύ των πρώτων 25 υποψηφίων,"Description

Join the brightest minds in robotics developing the next generation of manipulation robots! You will be part of a multidisciplinary team - a startup within Amazon - breaking new ground in how robots are designed, built and operated at scale. We hire smart and effective engineers and offer them an environment in which they can invent and innovate to improve the experience for our customers. We do this daily by solving complex technical and business problems with ingenuity and simplicity.

As a part of the embedded team, you’ll build advanced control systems for manipulation robots. The stack includes custom hardware, embedded Linux, Computer Vision, Motor Control, WiFi, Safety, IO Protocols for attached devices and more. You will work closely with scientists to design and implement modern controls algorithms. The software you create will be deployed at Amazon scale, powering large fleets.

Key job responsibilities

This brand new system is a critical priority for the Robotics organization. As a key member, you will:



A day in the life

Amazon offers a full range of benefits that support you and eligible family members, including domestic partners. Benefits can vary by location, the number of regularly scheduled hours you work, length of employment, and job status such as seasonal or temporary employment. The benefits that generally apply to regular, full-time employees include:



If you are not sure that every qualification on the list above describes you exactly, we'd still love to hear from you! At Amazon, we value people with unique backgrounds, experiences, and skillsets. If you’re passionate about this role and want to make an impact on a global scale, please apply!









Amazon is an equal opportunity employer and does not discriminate on the basis of protected veteran status, disability, or other legally protected status.

Our inclusive culture empowers Amazonians to deliver the best results for our customers. If you have a disability and need a workplace accommodation or adjustment during the application and hiring process, including support for the interview or onboarding process, please visit https://amazon.jobs/content/en/how-we-hire/accommodations for more information. If the country/region you’re applying in isn’t listed, please contact your Recruiting Partner.


- Amazon.com Services LLC

Job ID: A2991422",Άνευ αντικειμένου,Πλήρους απασχόλησης,not found,not found,"{'Computer Vision', 'Linux'}",not found
Autonomous Driving Software Engineer,BayOne Solutions,"Foster City, California, United States",https://www.linkedin.com/jobs/view/autonomous-driving-software-engineer-at-bayone-solutions-4231948770?position=1&pageNum=20&refId=v7UGJN0mUpKTTPqxLXtuaw%3D%3D&trackingId=bS6mEn7Q6sld53idCVfRvQ%3D%3D,Πάνω από 200 αιτούντες,"In this role, you will work closely with the Cloud Services team to facilitate pick-up and drop-off requests, along with live traffic data, among other inputs. You will also integrate closely with the decision-making and trajectory planning and controls teams to allow dynamic planning.
·We're looking for candidates with a bachelor's degree and a minimum of 5 years of experience. You are proficient in C++ and have a working knowledge of a variety of graph search techniques.",Μεσαίο-ανώτερο επίπεδο,Σύμβαση,not found,not found,not found,not found
Controls Software Engineer,Belcan,"Indianapolis, Indiana, United States",https://www.linkedin.com/jobs/view/controls-software-engineer-at-belcan-4233787750?position=2&pageNum=22&refId=zMU0uvp%2BHmYCLY4KbynR4Q%3D%3D&trackingId=mpZ7hSbdiyYVYZyiqGfY%2Bw%3D%3D,40 Αιτούντες,"A controls software engineering role is currently available in Indianapolis, Indiana. To be considered for this role, you will have a bachelor's degree in Mechanical Engineering, Aerospace Engineering, Electrical Engineering, Computer Engineering plus more than 3 years of experience as a software engineer.",Μεσαίο-ανώτερο επίπεδο,Πλήρους απασχόλησης,not found,not found,not found,not found
"Full Stack Software Engineer (L4), Product Localization Engineering",Netflix,"Los Gatos, California, United States",https://www.linkedin.com/jobs/view/full-stack-software-engineer-l4-product-localization-engineering-at-netflix-4234102223?position=5&pageNum=30&refId=x%2FI%2BvfmAfQcA95NMuulhrA%3D%3D&trackingId=gF6CL6Jng3lBerIw13CoVg%3D%3D,Πάνω από 200 αιτούντες,"Netflix is one of the world's leading entertainment services, with 283 million paid memberships in over 190 countries enjoying TV series, films and games across a wide variety of genres and languages. Members can play, pause and resume watching as much as they want, anytime, anywhere, and can change their plans at any time.

At Netflix, we want to entertain the world and are constantly innovating on how entertainment is imagined, created, and delivered to a global audience. Engineering teams within Netflix work hard every day to scale and innovate content production and member experiences in an ever-growing complex software landscape.

The Product Localization Engineering is focused on providing the product and technology for the efficient translation and cultural adaptation of all aspects of member interaction, including intuitive localized user interfaces, marketing materials, and metadata of all Netflix content at scale. Our mission is to make experiencing Netflix feel immersive and meaningful, no matter what language you speak.











As a team, we come from many different countries and our fields of education range from the humanities to engineering to computer science. Our team includes product managers, program managers, designers, full-stack developers, distributed systems engineers, and data scientists. Folks have the opportunity to wear different hats, should they choose to. We strongly believe this diversity has helped us build an inclusive and empathetic environment and look forward to adding your perspective to the mix!

Our compensation structure consists solely of an annual salary; we do not have bonuses. You choose each year how much of your compensation you want in salary versus stock options. To determine your personal top of market compensation, we rely on market indicators and consider your specific job family, background, skills, and experience to determine your compensation in the market range. The range for this role is $170,000 - $720,000.

Netflix provides comprehensive benefits including Health Plans, Mental Health support, a 401(k) Retirement Plan with employer match, Stock Option Program, Disability Programs, Health Savings and Flexible Spending Accounts, Family-forming benefits, and Life and Serious Injury Benefits. We also offer paid leave of absence programs. Full-time hourly employees accrue 35 days annually for paid time off to be used for vacation, holidays, and sick paid time off. Full-time salaried employees are immediately entitled to flexible time off. See more detail about our Benefits here.

Netflix is a unique culture and environment. Learn more here.

Inclusion is a Netflix value and we strive to host a meaningful interview experience for all candidates. If you want an accommodation/adjustment for a disability or any other reason during the hiring process, please send a request to your recruiting partner.

We are an equal-opportunity employer and celebrate diversity, recognizing that diversity builds stronger teams. We approach diversity and inclusion seriously and thoughtfully. We do not discriminate on the basis of race, religion, color, ancestry, national origin, caste, sex, sexual orientation, gender, gender identity or expression, age, disability, medical condition, pregnancy, genetic makeup, marital status, or military service.",Άνευ αντικειμένου,Πλήρους απασχόλησης,not found,not found,not found,not found
Software Engineer I,Disney Entertainment,"New York, New York, United States",https://www.linkedin.com/jobs/view/software-engineer-i-at-disney-entertainment-4236473300?position=4&pageNum=32&refId=saeLjiAWyxSmHGF2VoQQMA%3D%3D&trackingId=le5H%2FTCfh6bMWRNSDSflWg%3D%3D,Πάνω από 200 αιτούντες,"Technology is at the heart of Disney’s past, present, and future. Disney Entertainment and ESPN Product & Technology is a global organization of engineers, product developers, designers, technologists, data scientists, and more – all working to build and advance the technological backbone for Disney’s media business globally.

The team marries technology with creativity to build world-class products, enhance storytelling, and drive velocity, innovation, and scalability for our businesses. We are Storytellers and Innovators. Creators and Builders. Entertainers and Engineers. We work with every part of The Walt Disney Company’s media portfolio to advance the technological foundation and consumer media touch points serving millions of people around the world.

Here are a few reasons why we think you’d love working here:





Product Engineering is a unified team responsible for the engineering of Disney Entertainment & ESPN digital and streaming products and platforms. This includes product engineering, media engineering, quality assurance, engineering behind personalization, commerce, lifecycle, and identity.



As a member of Disney’s Web Core Services Infrastructure team you will work with a diverse set of technologies to facilitate the release of web applications into production. You will collaborate with application developers, project managers, test engineers, sysadmins, AWS support engineers, and software vendors. You will stitch together internal tools into a cohesive, easily understandable CI/CD system. You will own automation that builds and runs code from multiple locations to create artifacts that are analyzed, tested, published, deployed, and consumed by millions of users around the world.

























The hiring range for this position in New York, NY and Seattle, WA is $99,900 to $133,900 per year and in Glendale, CA is $95,300 to $127,800 per year. The base pay actually offered will take into account internal equity and also may vary depending on the candidate’s geographic region, job-related knowledge, skills, and experience among other factors. A bonus and/or long-term incentive units may be provided as part of the compensation package, in addition to the full range of medical, financial, and/or other benefits, dependent on the level and position offered.",Μεσαίο-ανώτερο επίπεδο,Πλήρους απασχόλησης,not found,not found,"{'Quality Assurance', 'AWS', 'CI/CD', 'Automation'}",not found
Senior Robotics C++ Software Engineer,Horizon Surgical Systems,"Los Angeles, California, United States",https://www.linkedin.com/jobs/view/senior-robotics-c%2B%2B-software-engineer-at-horizon-surgical-systems-4235707064?position=1&pageNum=35&refId=raIUoNuGqvRnWyoXhQhajg%3D%3D&trackingId=C%2Bayldm3Yxj0O3qqPf%2Btjg%3D%3D,Γίνετε μεταξύ των πρώτων 25 υποψηφίων,"Open Position – Senior Robotics C++ Software Engineer



Horizon Surgical Systems Inc.

Horizon Surgical Systems Inc. is revolutionizing the world of surgical ophthalmology by developing a novel, AI driven, and imaging-guided surgical robotic system. Horizon Surgical Systems Inc. aims to expand access to care, provide superior capabilities to the human surgeon, and enhance patient outcomes. Microsurgery in general and Ophthalmology are subfields of surgery for which the surgical outcomes can be significantly improved by robotic systems to allow superior dexterity, precision, accuracy, and visualization beyond the human surgeon's own capabilities.

We are seeking highly motivated, and intellectually inquisitive individuals looking to make a positive impact on healthcare via the development of robotic technology. The core values of Horizon Surgical Systems Inc. are:







Role Description

In your role as a Robotics C++ Software Engineer at Horizon Surgical Systems, you will contribute to the architecture and design of a cutting-edge surgical robotics system, implementing and verifying mission-critical software modules. The ability to enforce deterministic timing, and fail-safe behaviors, in the controls software is paramount to its clinical efficacy and regulatory approval. You will be responsible for supporting a robotic system with EtherCAT servo drives and redundant control-diagnostic checks, and so you will be debugging issues with peripheral hardware, Linux kernel latency, and real-time safety (e.g., avoiding dynamic memory allocation). Working closely with hardware and the Mechanical Engineering team, you will work to bring up new peripherals, and you will need to consider the fail-safe implications in the event of motor controller failure. Your development and testing will be performed primarily with Linux, but familiarity with embedded architectures and other software stacks will be useful for development of future generations of hardware.

Required Qualifications & Abilities:




























This is an exciting opportunity to join a high-tech startup that is poised to revolutionize surgical robotics in ophthalmology.",Μεσαίο-ανώτερο επίπεδο,Πλήρους απασχόλησης,not found,not found,"{'Linux', 'Testing'}",not found
Sr. Software Engineer (Robotics C/++),Sigil Partners,"Seattle, Washington, United States",https://www.linkedin.com/jobs/view/sr-software-engineer-robotics-c-%2B%2B-at-sigil-partners-4236116076?position=7&pageNum=35&refId=raIUoNuGqvRnWyoXhQhajg%3D%3D&trackingId=jO2o2jlwvqqTUKEIKdvoFg%3D%3D,149 Αιτούντες,"*Salary $150k (firm) + early stage startup equity package
*Must be US Citizen / Green Card (unable to sponsor visas

Join a bold, rapidly growing AgTech robotics startup building the future of farming from the ground up—and we need a hands-on systems programmer to join our Seattle-based team.",Μεσαίο-ανώτερο επίπεδο,Πλήρους απασχόλησης,not found,not found,not found,150k
Software Engineer (Python Development),Online Productivity Solutions Pvt. Ltd.,"Mineral City, Indiana, United States",https://www.linkedin.com/jobs/view/software-engineer-python-development-at-online-productivity-solutions-pvt-ltd-4219021414?position=4&pageNum=37&refId=7zKs2JlF8wutKSWYNJWn1Q%3D%3D&trackingId=JecSWlm5vrBbHqzZdrliXA%3D%3D,Γίνετε μεταξύ των πρώτων 25 υποψηφίων,"Software Engineer (Python Development) Experienced

Posted 4 years ago

The only exception to this, is that we are a Goan Company established in Goa; for, of and by Goans. We prefer Goan Candidates, resident in Goa. We do not normally recruit or solicit candidates from outside Goa State. All candidates are requested to note this.

As a part of the software development team, you will be mainly developing and maintaining applications using REST APIs.



Creating and maintaining Python based applications.

Coordinate with graphic designers and other team members.

Building E-commerce and Internet/Intranet other web based applications.

Completing projects in a given time frame.



Hands-on experience with Python, RDBMS, and REST APIs.

Working knowledge of any Python framework (Django, FLASK, etc.).

Coding for microservices in Python.

Some exposure to DB fundamentals: MySQL, PostgreSQL.

Some exposure to MongoDB fundamentals and concepts.

An overview and understanding of blockchain development concepts in Python would be a desired qualification.

Experience with implementing and integrating third-party applications would be a plus.

Strong analytical skills, attention to detail, and excellent problem-solving and troubleshooting skills.

An eye for intuitive user interface design.

Knowledge of git version control usage for distributed programming.

Good understanding of web development standards and database architecture.

Ability to write clean, maintainable, and well-documented code, based on a description of business logic.

Ability to work and produce the required results without close supervision.

Ability to work independently as well as in a team, flexibility, and the ability to multi-task.

To apply for this job, click the Download Form button below. Complete the application form. Then click on the Apply Now button and follow the instructions as given.

Preference will be given to Goan candidates.",Μεσαίο-ανώτερο επίπεδο,Πλήρους απασχόλησης,not found,not found,"{'Version Control', 'Django', 'Flask', 'Python', 'Git'}",not found
